UniqueID,DateOfBite,Species,Breed,Age,Gender,SpayNeuter,Borough,ZipCode,CLEANBREED,,,,,,
241,June 09 2015,DOG,Pit Bull,,U,FALSE,Brooklyn,11213,PIT BULL,,,,,,
242,June 10 2015,DOG,Cane Corso,2,M,FALSE,Brooklyn,11224,CANE CORSO,,,,,,
243,June 09 2015,DOG,ENGLISH SETTER,6,M,FALSE,Brooklyn,,ENGLISH SETTER,,,,,,
244,June 09 2015,DOG,PIT BULL MIX,2,F,FALSE,Brooklyn,11208,PIT BULL MIX,,,,,,
245,June 09 2015,DOG,Pit Bull,,U,FALSE,Brooklyn,11224,PIT BULL,,,,,,
246,June 12 2015,DOG,Pit Bull,,U,FALSE,Brooklyn,11233,PIT BULL,,,,,,
247,June 12 2015,DOG,Maltese,,U,FALSE,Brooklyn,11235,MALTESE,,,,,,
248,June 14 2015,DOG,TERRIER MIX,6,M,TRUE,Brooklyn,,TERRIER MIX,,,,,,
249,June 14 2015,DOG,Pit Bull,,U,FALSE,Brooklyn,11208,PIT BULL,,,,,,
250,June 13 2015,DOG,Pit Bull,,U,FALSE,Brooklyn,,PIT BULL,,,,,,
251,June 14 2015,DOG,Jack Russ,3,F,TRUE,Brooklyn,,JACK RUSS,,,,,,
252,June 12 2015,DOG,Jack Russ,2,M,TRUE,Brooklyn,11235,JACK RUSS,,,,,,
253,June 12 2015,DOG,Pit Bull,,U,FALSE,Brooklyn,11216,PIT BULL,,,,,,
254,June 16 2015,DOG,DOBERMAN MIX,1,F,FALSE,Brooklyn,11215,DOBERMAN MIX,,,,,,
255,June 14 2015,DOG,American Eskimo,5,M,TRUE,Brooklyn,11230,AMERICAN ESKIMO,,,,,,
256,June 19 2015,DOG,American Staffordshire Terrier,7,F,TRUE,Brooklyn,11233,AMERICAN STAFFORDSHIRE TERRIER,,,,,,
257,June 18 2015,DOG,BOXER MIX,,U,FALSE,Brooklyn,11228,BOXER MIX,,,,,,
258,June 07 2015,DOG,Chihuahua,3,M,TRUE,Brooklyn,11217,CHIHUAHUA,,,,,,
259,June 22 2015,DOG,Golden Retriever,12,F,TRUE,Brooklyn,11229,GOLDEN RETRIEVER,,,,,,
260,June 22 2015,DOG,CHIHUAHUA MIX,1,M,FALSE,Brooklyn,11217,CHIHUAHUA MIX,,,,,,
261,June 21 2015,DOG,Chihuahua,,U,FALSE,Brooklyn,,CHIHUAHUA,,,,,,
262,June 19 2015,DOG,Pit Bull,5,M,TRUE,Brooklyn,11211,PIT BULL,,,,,,
263,June 19 2015,DOG,Pit Bull,,U,FALSE,Brooklyn,11229,PIT BULL,,,,,,
264,June 18 2015,DOG,Pit Bull,2,M,TRUE,Brooklyn,11235,PIT BULL,,,,,,
265,June 22 2015,DOG,Maltese,7,F,TRUE,Brooklyn,11220,MALTESE,,,,,,
266,June 21 2015,DOG,Jack Russ,12,F,TRUE,Brooklyn,,JACK RUSS,,,,,,
267,June 23 2015,DOG,Pit Bull,1,M,FALSE,Brooklyn,11233,PIT BULL,,,,,,
268,June 24 2015,DOG,Pit Bull,,M,FALSE,Brooklyn,11230,PIT BULL,,,,,,
269,June 26 2015,DOG,MIXED/UNKNOWN,,U,FALSE,Brooklyn,11220,MIXED/UNKNOWN,,,,,,
270,June 24 2015,DOG,Pit Bull,,U,FALSE,Brooklyn,11224,PIT BULL,,,,,,
271,June 25 2015,DOG,American Staffordshire Terrier,3,M,FALSE,Brooklyn,,AMERICAN STAFFORDSHIRE TERRIER,,,,,,
272,June 28 2015,DOG,Pit Bull,5,M,FALSE,Brooklyn,11203,PIT BULL,,,,,,
273,June 26 2015,DOG,Maltese,1,M,FALSE,Brooklyn,11236,MALTESE,,,,,,
274,June 24 2015,DOG,Pit Bull,,U,FALSE,Brooklyn,11231,PIT BULL,,,,,,
275,June 21 2015,DOG,Pit Bull,,U,FALSE,Brooklyn,11230,PIT BULL,,,,,,
276,June 19 2015,DOG,Pit Bull,,U,FALSE,Brooklyn,11229,PIT BULL,,,,,,
277,June 21 2015,DOG,MIXED/UNKNOWN,2,M,FALSE,Brooklyn,11213,MIXED/UNKNOWN,,,,,,
278,July 01 2015,DOG,Vizsla,4,M,TRUE,Brooklyn,11249,VIZSLA,,,,,,
279,June 29 2015,DOG,Pit Bull,,U,FALSE,Brooklyn,11224,PIT BULL,,,,,,
280,July 02 2015,DOG,Pit Bull,,U,FALSE,Brooklyn,11219,PIT BULL,,,,,,
281,March 17 2015,DOG,Jack Russ,10,M,FALSE,Brooklyn,11221,JACK RUSS,,,,,,
282,July 02 2015,DOG,Golden Retriever,,U,FALSE,Brooklyn,,GOLDEN RETRIEVER,,,,,,
283,July 05 2015,DOG,Pit Bull,,U,FALSE,Brooklyn,11213,PIT BULL,,,,,,
284,June 13 2015,DOG,LABRADOR RETRIEVER MIX,8,F,TRUE,Brooklyn,,LABRADOR RETRIEVER MIX,,,,,,
285,June 22 2015,DOG,Pit Bull,,U,FALSE,Brooklyn,11236,PIT BULL,,,,,,
286,July 04 2015,DOG,Pit Bull,2,M,FALSE,Brooklyn,,PIT BULL,,,,,,
287,July 02 2015,DOG,Chihuahua,3,M,FALSE,Brooklyn,11212,CHIHUAHUA,,,,,,
288,July 03 2015,DOG,SHEPHERD MIX,12,M,FALSE,Brooklyn,11207,SHEPHERD MIX,,,,,,
289,July 04 2015,DOG,Yorkshire Terrier,,U,FALSE,Brooklyn,11210,YORKSHIRE TERRIER,,,,,,
290,July 04 2015,DOG,MALTIPOO,6,M,TRUE,Brooklyn,11212,MALTIPOO,,,,,,
291,June 29 2015,DOG,MIXED/UNKNOWN,6,M,TRUE,Brooklyn,11231,MIXED/UNKNOWN,,,,,,
292,July 08 2015,DOG,ENG SETTER,6,M,FALSE,Brooklyn,11235,ENG SETTER,,,,,,
293,July 07 2015,DOG,MIXED/UNKNOWN,,U,FALSE,Brooklyn,11216,MIXED/UNKNOWN,,,,,,
294,July 05 2015,DOG,Wire Fox Terrier,8,M,TRUE,Brooklyn,11205,WIRE FOX TERRIER,,,,,,
295,July 12 2015,DOG,PIT BULL MIX,3,F,FALSE,Brooklyn,11216,PIT BULL MIX,,,,,,
296,July 14 2015,DOG,PIT BULL MIX,2,M,FALSE,Brooklyn,11221,PIT BULL MIX,,,,,,
297,July 13 2015,DOG,Chihuahua,,U,FALSE,Brooklyn,11207,CHIHUAHUA,,,,,,
298,July 06 2015,DOG,Pit Bull,,U,FALSE,Brooklyn,11236,PIT BULL,,,,,,
299,July 06 2015,DOG,Pit Bull,,U,FALSE,Brooklyn,11236,PIT BULL,,,,,,
300,July 04 2015,DOG,Jack Russ,1,M,TRUE,Brooklyn,11204,JACK RUSS,,,,,,
301,July 14 2015,DOG,German Shepherd,,U,FALSE,Brooklyn,,GERMAN SHEPHERD,,,,,,
302,July 11 2015,DOG,Siberian Husky,,U,FALSE,Brooklyn,,SIBERIAN HUSKY,,,,,,
303,July 13 2015,DOG,German Shepherd,,U,FALSE,Brooklyn,,GERMAN SHEPHERD,,,,,,
304,July 10 2015,DOG,Golden Retriever,5,M,TRUE,Brooklyn,11238,GOLDEN RETRIEVER,,,,,,
305,July 10 2015,DOG,SHEPHERD MIX,6,M,FALSE,Brooklyn,11231,SHEPHERD MIX,,,,,,
306,July 06 2015,DOG,Yorkshire Terrier,6,F,FALSE,Brooklyn,11208,YORKSHIRE TERRIER,,,,,,
307,July 01 2015,DOG,German Shepherd,6,M,FALSE,Brooklyn,11220,GERMAN SHEPHERD,,,,,,
308,July 12 2015,DOG,Pit Bull,,U,FALSE,Brooklyn,11235,PIT BULL,,,,,,
309,July 12 2015,DOG,JACK RUSSELL MIX,10M,M,FALSE,Brooklyn,11236,JACK RUSSELL MIX,,,,,,
310,July 13 2015,DOG,Yorkshire Terrier,,U,FALSE,Brooklyn,11209,YORKSHIRE TERRIER,,,,,,
311,July 11 2015,DOG,Bull dog,,U,FALSE,Brooklyn,,BULL DOG,,,,,,
312,July 08 2015,DOG,CHIHUAHUA MIX,2,M,FALSE,Brooklyn,11206,CHIHUAHUA MIX,,,,,,
313,July 15 2015,DOG,Pit Bull,,U,FALSE,Brooklyn,11207,PIT BULL,,,,,,
314,July 16 2015,DOG,Pit Bull,2,F,FALSE,Brooklyn,11205,PIT BULL,,,,,,
315,July 17 2015,DOG,Basset Hound,3,M,TRUE,Brooklyn,11220,BASSET HOUND,,,,,,
316,July 15 2015,DOG,German Shepherd,8,F,FALSE,Brooklyn,,GERMAN SHEPHERD,,,,,,
317,July 16 2015,DOG,Shiba Inu,1,M,TRUE,Brooklyn,11235,SHIBA INU,,,,,,
318,July 21 2015,DOG,Shih Tzu,,U,FALSE,Brooklyn,11233,SHIH TZU,,,,,,
319,July 19 2015,DOG,Pit Bull,,U,FALSE,Brooklyn,,PIT BULL,,,,,,
320,July 21 2015,DOG,Cocker Spaniel,13,M,TRUE,Brooklyn,11230,COCKER SPANIEL,,,,,,
321,July 22 2015,DOG,Pit Bull,11M,F,FALSE,Brooklyn,11206,PIT BULL,,,,,,
322,July 19 2015,DOG,Pit Bull,4,M,TRUE,Brooklyn,11222,PIT BULL,,,,,,
323,July 19 2015,DOG,Bull Terrier,2,M,FALSE,Brooklyn,11207,BULL TERRIER,,,,,,
324,July 18 2015,DOG,Pit Bull,3,M,FALSE,Brooklyn,11213,PIT BULL,,,,,,
325,July 21 2015,DOG,MIXED/UNKNOWN,,U,FALSE,Brooklyn,,MIXED/UNKNOWN,,,,,,
326,July 22 2015,DOG,PIT BULL MIX,,U,FALSE,Brooklyn,11238,PIT BULL MIX,,,,,,
327,July 15 2015,DOG,Pit Bull,,U,FALSE,Brooklyn,11203,PIT BULL,,,,,,
328,July 22 2015,DOG,Belgian Malinois,1,M,FALSE,Brooklyn,11213,BELGIAN MALINOIS,,,,,,
329,July 22 2015,DOG,PIT BULL MIX,2,M,TRUE,Brooklyn,11237,PIT BULL MIX,,,,,,
330,July 22 2015,DOG,PIT BULL MIX,2,M,TRUE,Brooklyn,11237,PIT BULL MIX,,,,,,
331,July 22 2015,DOG,Pit Bull,6,F,FALSE,Brooklyn,,PIT BULL,,,,,,
332,July 22 2015,DOG,Yorkshire Terrier,6,M,TRUE,Brooklyn,11231,YORKSHIRE TERRIER,,,,,,
333,July 25 2015,DOG,Maltese,1,M,FALSE,Brooklyn,11218,MALTESE,,,,,,
334,July 25 2015,DOG,Shiba Inu,1,M,TRUE,Brooklyn,11237,SHIBA INU,,,,,,
335,July 28 2015,DOG,PIT BULL,9,M,TRUE,Brooklyn,11206,PIT BULL,,,,,,
336,July 29 2015,DOG,Doberman Pinscher,9,F,FALSE,Brooklyn,11220,DOBERMAN PINSCHER,,,,,,
337,June 22 2015,DOG,Maltese,7,F,FALSE,Brooklyn,,MALTESE,,,,,,
338,July 29 2015,DOG,MUTT,2,M,TRUE,Brooklyn,11203,MUTT,,,,,,
339,July 28 2015,DOG,Pit Bull,,U,FALSE,Brooklyn,11226,PIT BULL,,,,,,
340,July 29 2015,DOG,Shih Tzu,5,F,FALSE,Brooklyn,11249,SHIH TZU,,,,,,
341,July 31 2015,DOG,Labrador Retriever,10,M,TRUE,Brooklyn,11207,LABRADOR RETRIEVER,,,,,,
342,August 02 2015,DOG,"Bull Dog, English",9,M,TRUE,Brooklyn,11217,"BULL DOG, ENGLISH",,,,,,
343,July 27 2015,DOG,LABRADOR RETRIEVER MIX,7,U,FALSE,Brooklyn,,LABRADOR RETRIEVER MIX,,,,,,
344,July 30 2015,DOG,Pit Bull,,U,FALSE,Brooklyn,11215,PIT BULL,,,,,,
345,August 02 2015,DOG,Pit Bull,4,M,FALSE,Brooklyn,11206,PIT BULL,,,,,,
346,July 31 2015,DOG,Pit Bull,3,M,FALSE,Brooklyn,11233,PIT BULL,,,,,,
347,August 04 2015,DOG,Chihuahua,,U,FALSE,Brooklyn,,CHIHUAHUA,,,,,,
348,August 03 2015,DOG,WHIPPET MIX,6,F,TRUE,Brooklyn,11237,WHIPPET MIX,,,,,,
349,July 25 2015,DOG,Chihuahua,3,M,FALSE,Brooklyn,11223,CHIHUAHUA,,,,,,
350,July 31 2015,DOG,Maltese,,M,TRUE,Brooklyn,11232,MALTESE,,,,,,
351,August 02 2015,DOG,Maltese,,M,TRUE,Brooklyn,11232,MALTESE,,,,,,
352,August 03 2015,DOG,Pit Bull,,U,FALSE,Brooklyn,11208,PIT BULL,,,,,,
353,August 05 2015,DOG,Bull dog,,U,FALSE,Brooklyn,11207,BULL DOG,,,,,,
354,August 02 2015,DOG,Pit Bull,,F,FALSE,Brooklyn,11206,PIT BULL,,,,,,
355,August 04 2015,DOG,Alaskan Klee Kai,1,M,TRUE,Brooklyn,11204,ALASKAN KLEE KAI,,,,,,
356,August 05 2015,DOG,Pit Bull,,U,FALSE,Brooklyn,11215,PIT BULL,,,,,,
357,August 05 2015,DOG,Yorkshire Terrier,3,M,TRUE,Brooklyn,11238,YORKSHIRE TERRIER,,,,,,
358,August 06 2015,DOG,Jack Russ,7,M,TRUE,Brooklyn,11207,JACK RUSS,,,,,,
359,August 07 2015,DOG,Pit Bull,1,F,FALSE,Brooklyn,11208,PIT BULL,,,,,,
360,July 29 2015,DOG,Boxer,,U,FALSE,Brooklyn,11222,BOXER,,,,,,
361,July 28 2015,DOG,PIT BULL MIX,3,M,TRUE,Brooklyn,11208,PIT BULL MIX,,,,,,
362,July 31 2015,DOG,Shih Tzu,,U,FALSE,Brooklyn,11234,SHIH TZU,,,,,,
363,August 10 2015,DOG,Shih Tzu,4,F,FALSE,Brooklyn,11234,SHIH TZU,,,,,,
364,August 07 2015,DOG,Jack Russ,3,M,FALSE,Brooklyn,11213,JACK RUSS,,,,,,
365,August 02 2015,DOG,Doberman Pinscher,5m,M,FALSE,Brooklyn,11209,DOBERMAN PINSCHER,,,,,,
366,August 07 2015,DOG,AUST CATTLE DOG,1,M,FALSE,Brooklyn,11208,AUST CATTLE DOG,,,,,,
367,August 04 2015,DOG,LABRADOR RETRIEVER MIX,,U,FALSE,Brooklyn,11220,LABRADOR RETRIEVER MIX,,,,,,
368,August 11 2015,DOG,"Bull Dog, French",8,M,TRUE,Brooklyn,11206,"BULL DOG, FRENCH",,,,,,
369,August 11 2015,DOG,Yorkshire Terrier,1,F,FALSE,Brooklyn,11232,YORKSHIRE TERRIER,,,,,,
370,August 11 2015,DOG,AMER STAFFORDSHIRE MIX,6,F,TRUE,Brooklyn,11228,AMER STAFFORDSHIRE MIX,,,,,,
371,August 11 2015,DOG,Shih Tzu,,U,FALSE,Brooklyn,11233,SHIH TZU,,,,,,
372,August 08 2015,DOG,Akita,,U,FALSE,Brooklyn,11219,AKITA,,,,,,
373,August 08 2015,DOG,Akita,3,M,FALSE,Brooklyn,11219,AKITA,,,,,,
374,August 14 2015,DOG,CHIHUAHUA MIX,4,M,FALSE,Brooklyn,11206,CHIHUAHUA MIX,,,,,,
375,August 06 2015,DOG,Shih Tzu,4,M,FALSE,Brooklyn,11214,SHIH TZU,,,,,,
376,July 28 2015,DOG,Pit Bull,,U,FALSE,Brooklyn,,PIT BULL,,,,,,
377,August 15 2015,DOG,American Staffordshire Terrier,10,M,FALSE,Brooklyn,11206,AMERICAN STAFFORDSHIRE TERRIER,,,,,,
378,August 16 2015,DOG,LABRADOR RETRIEVER MIX,2,F,TRUE,Brooklyn,11218,LABRADOR RETRIEVER MIX,,,,,,
379,August 14 2015,DOG,Rottweiler,,U,FALSE,Brooklyn,11206,ROTTWEILER,,,,,,
380,August 16 2015,DOG,German Shepherd,3,M,TRUE,Brooklyn,11226,GERMAN SHEPHERD,,,,,,
381,August 15 2015,DOG,"Poodle, Standard",,U,FALSE,Brooklyn,11233,"POODLE, STANDARD",,,,,,
382,August 16 2015,DOG,Yorkshire Terrier,14,M,TRUE,Brooklyn,11207,YORKSHIRE TERRIER,,,,,,
383,August 19 2015,DOG,Jack Russ,7,F,TRUE,Brooklyn,11212,JACK RUSS,,,,,,
384,August 19 2015,DOG,American Staffordshire Terrier,5,M,TRUE,Brooklyn,11213,AMERICAN STAFFORDSHIRE TERRIER,,,,,,
385,August 17 2015,DOG,Chihuahua,8,M,TRUE,Brooklyn,11226,CHIHUAHUA,,,,,,
386,August 21 2015,DOG,Pit Bull,6,F,TRUE,Brooklyn,11207,PIT BULL,,,,,,
387,August 09 2015,DOG,Bull dog,3,M,FALSE,Brooklyn,11208,BULL DOG,,,,,,
388,August 21 2015,DOG,Cane Corso,2,M,FALSE,Brooklyn,11231,CANE CORSO,,,,,,
389,August 23 2015,DOG,Pit Bull,1,F,FALSE,Brooklyn,11224,PIT BULL,,,,,,
390,August 18 2015,DOG,Pit Bull,,U,FALSE,Brooklyn,11232,PIT BULL,,,,,,
1932,January 01 2018,DOG,MIXED/UNKNOWN,,U,FALSE,Brooklyn,,MIXED/UNKNOWN,,,,,,
391,August 23 2015,DOG,Labrador Retriever,,U,FALSE,Brooklyn,11231,LABRADOR RETRIEVER,,,,,,
392,August 24 2015,DOG,Pit Bull,,U,FALSE,Brooklyn,11234,PIT BULL,,,,,,
393,August 11 2015,DOG,Labrador Retriever,5,M,TRUE,Brooklyn,11249,LABRADOR RETRIEVER,,,,,,
394,August 19 2015,DOG,"Poodle, Miniature",2,M,FALSE,Brooklyn,11220,"POODLE, MINIATURE",,,,,,
395,August 13 2015,DOG,Pit Bull,7,F,FALSE,Brooklyn,11236,PIT BULL,,,,,,
396,August 26 2015,DOG,BOXER MIX,1,M,TRUE,Brooklyn,11221,BOXER MIX,,,,,,
397,August 26 2015,DOG,Wire Fox Terrier,,U,FALSE,Brooklyn,11207,WIRE FOX TERRIER,,,,,,
398,August 27 2015,DOG,Shih Tzu,8,M,FALSE,Brooklyn,11208,SHIH TZU,,,,,,
399,August 11 2015,DOG,Jack Russ,2,M,TRUE,Brooklyn,11204,JACK RUSS,,,,,,
400,August 27 2015,DOG,YORKSHIRE TER/SHIHTZU,3,M,TRUE,Brooklyn,11226,YORKSHIRE TER/SHIHTZU,,,,,,
401,August 10 2015,DOG,LABRADOR RETRIEVER MIX,3,F,TRUE,Brooklyn,11204,LABRADOR RETRIEVER MIX,,,,,,
402,August 10 2015,DOG,Rottweiler,8M,F,FALSE,Brooklyn,11204,ROTTWEILER,,,,,,
403,August 27 2015,DOG,Shiba Inu,6,F,TRUE,Brooklyn,11249,SHIBA INU,,,,,,
404,August 27 2015,DOG,Chihuahua,3,M,TRUE,Brooklyn,11223,CHIHUAHUA,,,,,,
405,August 29 2015,DOG,Brittany Spaniel,3,M,FALSE,Brooklyn,11235,BRITTANY SPANIEL,,,,,,
406,August 30 2015,DOG,Yorkshire Terrier,7,F,TRUE,Brooklyn,11209,YORKSHIRE TERRIER,,,,,,
407,August 28 2015,DOG,Pit Bull,3,F,TRUE,Brooklyn,11208,PIT BULL,,,,,,
408,August 31 2015,DOG,AMERICAN TERRIER,,U,FALSE,Brooklyn,11216,AMERICAN TERRIER,,,,,,
409,September 01 2015,DOG,MIXED/UNKNOWN,5,F,TRUE,Brooklyn,,MIXED/UNKNOWN,,,,,,
410,September 01 2015,DOG,Labrador Retriever,3,M,TRUE,Brooklyn,11206,LABRADOR RETRIEVER,,,,,,
411,August 20 2015,DOG,Pit Bull,,U,FALSE,Brooklyn,11230,PIT BULL,,,,,,
412,September 01 2015,DOG,Shiba Inu,3,M,TRUE,Brooklyn,11217,SHIBA INU,,,,,,
413,September 04 2015,DOG,DASCHOUND,,U,FALSE,Brooklyn,11206,DASCHOUND,,,,,,
414,September 08 2015,DOG,MINIATURE SCHNAUZER,3,F,FALSE,Brooklyn,11232,MINIATURE SCHNAUZER,,,,,,
415,September 05 2015,DOG,PIT BULL MIX,8,F,TRUE,Brooklyn,11236,PIT BULL MIX,,,,,,
416,September 07 2015,DOG,Pit Bull,,U,FALSE,Brooklyn,11216,PIT BULL,,,,,,
417,September 03 2015,DOG,"Poodle, Standard",,U,FALSE,Brooklyn,11206,"POODLE, STANDARD",,,,,,
418,September 03 2015,DOG,Pit Bull,,U,FALSE,Brooklyn,,PIT BULL,,,,,,
419,September 08 2015,DOG,Pit Bull,,U,FALSE,Brooklyn,11216,PIT BULL,,,,,,
420,September 03 2015,DOG,Shih Tzu,3,M,FALSE,Brooklyn,11235,SHIH TZU,,,,,,
421,September 05 2015,DOG,Beagle,,U,FALSE,Brooklyn,,BEAGLE,,,,,,
422,September 06 2015,DOG,Pit Bull,8,F,TRUE,Brooklyn,11224,PIT BULL,,,,,,
423,September 09 2015,DOG,LABRADOR RETRIEVER MIX,1,M,TRUE,Brooklyn,11228,LABRADOR RETRIEVER MIX,,,,,,
424,September 08 2015,DOG,Chihuahua,,U,FALSE,Brooklyn,,CHIHUAHUA,,,,,,
425,September 10 2015,DOG,YORKIPOO,2,M,FALSE,Brooklyn,11249,YORKIPOO,,,,,,
426,September 12 2015,DOG,Dachshund Smooth Coat,,U,FALSE,Brooklyn,11217,DACHSHUND SMOOTH COAT,,,,,,
427,September 12 2015,DOG,Pit Bull,,U,FALSE,Brooklyn,11215,PIT BULL,,,,,,
428,September 12 2015,DOG,Pit Bull,,U,FALSE,Brooklyn,,PIT BULL,,,,,,
429,September 14 2015,DOG,Pit Bull,14M,M,FALSE,Brooklyn,11215,PIT BULL,,,,,,
430,September 14 2015,DOG,Pit Bull,4,M,FALSE,Brooklyn,11213,PIT BULL,,,,,,
431,September 13 2015,DOG,Chihuahua,3,M,TRUE,Brooklyn,11220,CHIHUAHUA,,,,,,
432,September 12 2015,DOG,PIT BULL MIX,1,M,TRUE,Brooklyn,11206,PIT BULL MIX,,,,,,
433,September 11 2015,DOG,Pit Bull,2,M,FALSE,Brooklyn,11233,PIT BULL,,,,,,
434,September 15 2015,DOG,CHIHUAHUA MIX,1,M,TRUE,Brooklyn,11206,CHIHUAHUA MIX,,,,,,
435,September 16 2015,DOG,Shih Tzu,,U,FALSE,Brooklyn,,SHIH TZU,,,,,,
436,September 13 2015,DOG,YORKIE/SHIH TZU,3,M,TRUE,Brooklyn,11236,YORKIE/SHIH TZU,,,,,,
437,September 16 2015,DOG,SHEPHERD MIX,15,F,TRUE,Brooklyn,11213,SHEPHERD MIX,,,,,,
438,August 28 2015,DOG,"Poodle, Standard",,U,FALSE,Brooklyn,11219,"POODLE, STANDARD",,,,,,
439,September 16 2015,DOG,Labrador Retriever,7,F,FALSE,Brooklyn,11206,LABRADOR RETRIEVER,,,,,,
440,September 03 2015,DOG,Chihuahua,,U,FALSE,Brooklyn,11228,CHIHUAHUA,,,,,,
441,September 20 2015,DOG,German Shepherd,1,F,FALSE,Brooklyn,11231,GERMAN SHEPHERD,,,,,,
442,September 20 2015,DOG,"Bull Dog, English",7,M,TRUE,Brooklyn,11201,"BULL DOG, ENGLISH",,,,,,
443,September 18 2015,DOG,Shih Tzu,1,M,TRUE,Brooklyn,11215,SHIH TZU,,,,,,
444,September 22 2015,DOG,"PEKINGESE,SHIH TZU,  CHIH HUA HUA MIX",5,M,FALSE,Brooklyn,11237,"PEKINGESE,SHIH TZU,  CHIH HUA HUA MIX",,,,,,
445,September 19 2015,DOG,"Poodle, Standard",,U,FALSE,Brooklyn,11238,"POODLE, STANDARD",,,,,,
446,September 19 2015,DOG,Pit Bull,,U,FALSE,Brooklyn,11218,PIT BULL,,,,,,
447,September 07 2015,DOG,German Shepherd,,U,FALSE,Brooklyn,11230,GERMAN SHEPHERD,,,,,,
448,September 22 2015,DOG,German Shepherd,2,M,TRUE,Brooklyn,11236,GERMAN SHEPHERD,,,,,,
449,September 26 2015,DOG,PIT BULL MIX,1,M,TRUE,Brooklyn,,PIT BULL MIX,,,,,,
450,September 26 2015,DOG,"Poodle, Miniature",,U,FALSE,Brooklyn,,"POODLE, MINIATURE",,,,,,
451,September 24 2015,DOG,"Poodle, Standard",,U,FALSE,Brooklyn,11221,"POODLE, STANDARD",,,,,,
452,September 26 2015,DOG,MIXED/UNKNOWN,1,M,FALSE,Brooklyn,11226,MIXED/UNKNOWN,,,,,,
453,September 28 2015,DOG,BEAGLE MIX,6,M,TRUE,Brooklyn,11226,BEAGLE MIX,,,,,,
454,September 23 2015,DOG,Australian Shepherd,,U,FALSE,Brooklyn,11221,AUSTRALIAN SHEPHERD,,,,,,
455,September 20 2015,DOG,PIT BULL MIX,2,F,FALSE,Brooklyn,11201,PIT BULL MIX,,,,,,
456,September 28 2015,DOG,SHEPHERD MIX,3,F,FALSE,Brooklyn,11231,SHEPHERD MIX,,,,,,
457,September 30 2015,DOG,Pit Bull,,M,FALSE,Brooklyn,11236,PIT BULL,,,,,,
458,September 30 2015,DOG,PIT BULL MIX,10,F,TRUE,Brooklyn,11208,PIT BULL MIX,,,,,,
459,September 30 2015,DOG,LABRADOR RETRIEVER MIX,7,M,TRUE,Brooklyn,11220,LABRADOR RETRIEVER MIX,,,,,,
460,September 22 2015,DOG,SHEPHERD MIX,1,M,FALSE,Brooklyn,11229,SHEPHERD MIX,,,,,,
461,October 04 2015,DOG,Pit Bull,3,F,FALSE,Brooklyn,11231,PIT BULL,,,,,,
462,September 29 2015,DOG,Pit Bull,,U,FALSE,Brooklyn,11215,PIT BULL,,,,,,
463,October 05 2015,DOG,PIT BULL MIX,2,M,TRUE,Brooklyn,11223,PIT BULL MIX,,,,,,
464,October 02 2015,DOG,LABRADOR RETRIEVER MIX,1,F,FALSE,Brooklyn,11231,LABRADOR RETRIEVER MIX,,,,,,
465,October 05 2015,DOG,PIT BULL MIX,6M,M,TRUE,Brooklyn,11208,PIT BULL MIX,,,,,,
466,October 05 2015,DOG,"Poodle, Standard",,U,FALSE,Brooklyn,11201,"POODLE, STANDARD",,,,,,
467,October 05 2015,DOG,PIT BULL MIX,3M,M,TRUE,Brooklyn,11228,PIT BULL MIX,,,,,,
468,September 27 2015,DOG,Chow Chow,12,F,FALSE,Brooklyn,11215,CHOW CHOW,,,,,,
469,October 07 2015,DOG,Pit Bull,,U,FALSE,Brooklyn,11214,PIT BULL,,,,,,
470,October 07 2015,DOG,Pit Bull,,U,FALSE,Brooklyn,11214,PIT BULL,,,,,,
471,October 07 2015,DOG,Bull dog,,U,FALSE,Brooklyn,11230,BULL DOG,,,,,,
472,October 08 2015,DOG,German Shepherd,5,M,FALSE,Brooklyn,11220,GERMAN SHEPHERD,,,,,,
473,October 12 2015,DOG,Chihuahua,,U,FALSE,Brooklyn,11207,CHIHUAHUA,,,,,,
474,October 11 2015,DOG,Pit Bull,4,M,FALSE,Brooklyn,11226,PIT BULL,,,,,,
475,October 10 2015,DOG,AUSTRALIAN CATTLE DOG,14,M,TRUE,Brooklyn,11230,AUSTRALIAN CATTLE DOG,,,,,,
476,October 12 2015,DOG,English Springer Spaniel,12,M,TRUE,Brooklyn,11201,ENGLISH SPRINGER SPANIEL,,,,,,
477,October 13 2015,DOG,PIT BULL MIX,1,U,FALSE,Brooklyn,11216,PIT BULL MIX,,,,,,
478,October 10 2015,DOG,Chihuahua,,U,FALSE,Brooklyn,,CHIHUAHUA,,,,,,
479,September 28 2015,DOG,Maltese,,U,FALSE,Brooklyn,11229,MALTESE,,,,,,
480,October 13 2015,DOG,Pit Bull,,U,FALSE,Brooklyn,11221,PIT BULL,,,,,,
481,October 11 2015,DOG,AUSTRALIAN CATTLE DOG,,U,FALSE,Brooklyn,11205,AUSTRALIAN CATTLE DOG,,,,,,
482,October 15 2015,DOG,Pit Bull,5,M,FALSE,Brooklyn,11212,PIT BULL,,,,,,
483,October 18 2015,DOG,LABRADOR RETRIEVER MIX,4,M,TRUE,Brooklyn,11215,LABRADOR RETRIEVER MIX,,,,,,
484,October 19 2015,DOG,Pit Bull,,U,FALSE,Brooklyn,11203,PIT BULL,,,,,,
485,October 18 2015,DOG,American Eskimo,7,M,FALSE,Brooklyn,11205,AMERICAN ESKIMO,,,,,,
